,directors_list,num_appearances,avg_critics_vote
976,Antonello Faretta,1,4.0
977,Antonello Fassari,1,3.0
895,Anne K. Black,1,2.0
894,Anne Heche,1,6.0
893,Anne Hamilton,1,6.0
797,André Heller,1,7.5
804,Andrés Baiz,1,4.6
806,Andrés G. Schaer,1,5.75
807,Andrés M. Koppel,1,4.0
809,Andy Byatt,1,7.25
812,Andy Fetscher,1,3.0
814,Andy Garcia,1,4.0
815,Andy Goddard,1,4.5
816,Andy Grieve,1,7.0
817,Andy Hamilton,1,5.002579175716442
818,Andy Hay,1,5.374384670231783
819,Andy Hurst,1,4.0
820,Andy Knight,1,4.0
821,Andy Luotto,1,1.75
823,Andy Morahan,1,3.25
824,Andy Nyman,1,5.57
801,André Turpin,1,6.8
796,André Farwagi,1,4.634060185518915
892,Anne Goursaud,1,2.0
793,André Deed,1,7.478986780149762
763,Andrew Scheinman,1,6.0
764,Andrew Sinclair,1,2.0
768,Andrew Thomas Hunt,1,2.0
771,Andrew Waller,1,4.0
772,Andrew Weiner,1,6.0
773,Andrew Wight,1,6.0
774,Andrew de Villiers,1,5.560170042335245
776,Andrey Bogatyrev,1,4.633942810364707
777,Andrey Galat,1,4.364616848603844
778,Andrey Khrzhanovskiy,1,9.0
780,Andrey Kravchuk,1,4.0
781,Andrey Paounov,1,7.0
785,Andrzej Sekula,1,4.0
788,András Kern,1,5.0
789,András Kovács,1,8.0
826,Andy Sidaris,1,4.0
831,Aneesh Chaganty,1,5.2
833,Angel Manuel Soto,1,5.33
838,Angeliki Antoniou,1,6.0
866,Anna Gutto,1,6.0
867,Anna Kauber,1,6.014811875582742
868,Anna Kerrigan,1,5.829143878633488
869,Anna Kokoszka-Romer,1,7.2
872,Anna Mastro,1,6.0
873,Anna Melikyan,1,5.0
874,Anna Migotto,1,7.0
875,Anna Muylaert,1,7.0
879,Anna Zielinski,1,4.263663192854067
880,Anna de Manincor,1,8.0
883,Annandrea Vitrano,1,1.5
886,Anne Benson Gyles,1,3.5
887,Anne Cutaia,1,3.994337231093203
888,Anne De Léan,1,4.449096439494908
891,Anne Giafferi,1,4.447453187336001
865,Anna Foerster,1,5.0
864,Anna Elizabeth James,1,5.0
862,Anna Chai,1,5.5602874174894525
848,Angelo Maresca,1,4.5
840,Angelino Fons,1,4.550167470398891
841,Angelo Alessandro Pann,1,3.0
843,Angelo Capasso,1,7.33
844,Angelo Castiglioni,1,1.0
845,Angelo Dorigo,1,5.75
846,Angelo Iacono,1,2.0
850,Angelo Pannacciò,1,1.5
861,Anna Carlucci,1,2.5
852,Anish J. Karrinad,1,2.0
853,Anita Rivaroli,1,10.0
855,Anja Kofmel,1,8.0
856,Anjelica Huston,1,6.57
858,Ann Turner,1,6.0
860,Anna Brasi,1,5.0
498,Alfonso Albacete,1,9.0
493,Alexis Wajsbrot,1,5.459216386585469
2019,Chris Gorak,1,3.43
140,Agustina Macri,1,2.0
144,Ahmad Bahrami,1,7.5
145,Ahmed Maher,1,3.9945719814016183
147,Ahmet Ulucay,1,8.0
148,Ahn Byeong-ki,1,4.0
149,Aida Begic,1,6.0
150,Aigars Grauba,1,4.634060185518915
151,Aileen Ritchie,1,6.0
152,Ainhoa Rodríguez,1,5.33
154,Aislinn Clarke,1,3.0
156,Akan Satayev,1,6.0
157,Akash Sherman,1,6.098821965856975
158,Akhtem Seitablaev,1,3.5
160,Akio Nishizawa,1,6.570289989425806
162,Akira Nagai,1,8.0
163,Akiva Goldsman,1,4.4
142,Agustín Díaz Yanes,1,5.33
139,Agustin Toscano,1,7.0
166,Akiz,1,6.0
137,Agustin,1,4.818671806080302
116,Adriano Baracco,1,6.33
118,Adriano Cesari,1,4.5
119,Adriano Cutraro,1,7.0
120,Adrien Maben,1,7.33
122,Afia Nathaniel,1,5.5
123,Afonso Poyart,1,5.7
124,Aglauco Casadio,1,6.4
125,Agnes Obadia,1,5.273783139944628
126,Agneta Fagerström-Olsson,1,4.633942810364707
129,Agnieszka Wojtowicz-Vosloo,1,4.64
130,Agnieszka Woszczynska,1,7.0
131,Agnès B.,1,5.0
133,Agnès Merlet,1,5.0
135,Ago Panini,1,4.0
136,Agostino Ferrente,1,8.67
165,Akiyuki Shinbo,1,7.0
167,Akos Rathonyi,1,6.0
236,Alanna Brown,1,3.253543245763506
208,Alan Goluboff,1,7.0
210,Alan Hicks,1,7.664537401944808
212,Alan Jacobs,1,4.0
213,Alan Johnson,1,4.0
215,Alan Mehrez,1,5.0
219,Alan Ormsby,1,4.0
221,Alan Perry,1,5.0
222,Alan Polsky,1,6.75
223,Alan Poul,1,3.0
224,Alan Prince (Albino Principe),1,2.67
225,Alan Rickman,1,5.44
228,Alan Smithee (Kevin Yagher),1,4.75
229,Alan Spencer,1,6.0
232,Alan Wade,1,6.0
233,Alan White,1,5.0
234,Alan Yang,1,6.0
209,Alan Grint,1,6.0
207,Alan Gilsenan,1,4.0
170,Al Bagran (Alfonso Balcázar),1,4.0
205,Alan Cumming,1,6.0
172,Al Campbell,1,6.5
175,Alaa Eddine Aljem,1,6.0
178,Alain Bonnot,1,6.570407364580014
182,Alain Darborg,1,5.0
184,Alain Desrochers,1,4.0
185,Alain Fleischer,1,7.0
186,Alain Gagnol,1,7.0
187,Alain Gomis,1,7.5
188,Alain Gsponer,1,6.570289989425806
191,Alain Parroni,1,5.0
195,Alain Tasma,1,8.0
196,Alain Ughetto,1,7.5
198,Alan Arkin,1,6.17
199,Alan B. McElroy,1,4.0
203,Alan Byron,1,6.0
115,Adriano Aprà,1,5.5
114,Adriana Trigiani,1,5.0
113,Adrian Wills,1,6.469336333676032
29,Aarón Soto,1,6.0
32,Abdelhamid Bouchnak,1,5.67
33,Abdellah Taïa,1,6.0
36,Abe Levitow,1,7.5
37,Abe Sylvia,1,8.0
40,Abel Vang,1,1.5
41,Abhinav Kashyap,1,6.67
42,Abner Biberman,1,6.384856742784967
43,Abner Pastoll,1,7.0
45,Abram Room,1,6.0
46,Achero Mañas,1,8.0
48,Adam Arkin,1,6.0
50,Adam Deyoe,1,2.4288565453137845
52,Adam Elliot,1,8.0
55,Adam Grossman,1,4.5
56,Adam Kassen,1,5.0
31,Abby Kohn,1,4.75
26,Aaron Schneider,1,6.33
111,Adrian Shergold,1,5.5602874174894525
25,Aaron Osborne,1,3.5
2,A. Sceverda-Gorsky,1,7.0
3,A. Van Dyke (Amasi Damiani),1,4.0
4,A.B. Shawky,1,6.0
5,A.B. Stone,1,3.0
6,A.D. Calvo,1,8.0
8,A.J. Martinson,1,3.5399301481541214
9,A.T. White,1,3.5
12,AJ Schnack,1,5.0
13,Aamir Khan,1,7.33
14,Aaron B. Koontz,1,5.5
15,Aaron Blaise,1,7.0
16,Aaron Brookner,1,7.0
19,Aaron Katz,1,4.5
20,Aaron Kaufman,1,4.0
21,Aaron Lipstadt,1,8.0
57,Adam Leon,1,5.0
58,Adam MacDonald,1,6.0
59,Adam Marcus,1,4.67
61,Adam Massey,1,2.0
92,Adityavikram Sengupta,1,8.5
94,Adolfo Celi,1,5.33
95,Adolfo Conti,1,6.5
96,Adolfo Lippi,1,1.5
97,Adolfo Martínez Pérez,1,6.0
98,Adolfo Martínez Solares,1,2.4288565453137845
99,Adolfo Padovan,1,7.8
100,Adrian Bol,1,4.0
101,Adrian Garcia Bogliano,1,4.5
102,Adrian Goiginger,1,7.0
106,Adrian Molina,1,7.57
107,Adrian Noble,1,7.0
108,Adrian Pasdar,1,6.0
109,Adrian Powers,1,4.449096439494908
110,Adrian Rudomin,1,2.0
91,Aditya Vikram Sengupta,1,5.5
90,Aditya Chopra,1,6.0
89,Adina Pintilie,1,3.0
76,Adam Smith (II),1,5.57
64,Adam Neutzsky-Wulff,1,4.0
65,Adam Park,1,6.0
67,Adam Ravetch,1,8.0
68,Adam Rehmeier,1,5.0
71,Adam Rodgers,1,6.0
73,Adam Schindler,1,3.9945719814016183
77,Adam Stilwell,1,6.0
88,Adilkhan Yerzhanov,1,7.0
78,Adam VillaSenor,1,3.9944546062474107
80,Adam Wong,1,4.550167470398891
81,Adamo P. Cultraro,1,6.0
83,Adele Tulli,1,6.67
85,Adell Aldrich,1,6.0
86,Adesh Prasad,1,6.4
235,Alan Yuen,1,6.5
238,Alastair Orr,1,3.67
492,Alexis Sweet,1,7.294023034125753
400,Alessio Jim Della Valle,1,3.0
404,Alessio Nonfanti,1,2.0
405,Alessio Rigo de Righi,1,7.38
406,Alessio Romenzi,1,6.469336333676032
407,Alethea Jones,1,6.0
408,Alex Brewer,1,5.33
409,Alex Carvalho,1,4.5
410,Alex Chandon,1,6.0
412,Alex Damiano,1,2.0
413,Alex De Rakoff,1,2.5
414,Alex Gabassi,1,7.580409936516369
417,Alex Goyette,1,3.5399301481541214
418,Alex Gregory,1,8.0
421,Alex Kurtzman,1,5.71
423,Alex Leung,1,3.9944546062474107
424,Alex Mann,1,6.0
401,Alessio Lauria,1,5.25
399,Alessio Inturri,1,2.5295754507551447
427,Alex Orr,1,7.024931822673303
398,Alessio Gelsini Torresi,1,6.0
371,Alessandro G.A. D'Alessandro,1,6.570289989425806
372,Alessandro Gagliardo,1,7.209543443234689
375,Alessandro Giordani,1,7.33
376,Alessandro Haber,1,6.0
377,Alessandro Isetta,1,4.919625461830079
379,Alessandro Lucidi,1,3.5
380,Alessandro Lunardelli,1,5.0
382,Alessandro Pambianco,1,5.5
383,Alessandro Paris,1,6.4
384,Alessandro Perrella,1,5.559583166564207
389,Alessandro Rossellini,1,4.0
390,Alessandro Rossetto,1,6.83
392,Alessandro Santini,1,2.67
394,Alessandro Tonda,1,5.67
397,Alessio De Leonardis,1,5.0
425,Alex March,1,6.0
428,Alex Orrelle,1,4.550167470398891
241,Albert C. Gannaway,1,6.0
465,Alexandra Dean,1,7.0
471,Alexandre Astruc,1,8.0
473,Alexandre Carrière,1,4.364616848603844
474,Alexandre Castagnetti,1,5.5
476,Alexandre Courtes,1,4.57
477,Alexandre Espigares,1,5.5
478,Alexandre Heboyan,1,6.5
482,Alexandre Ryder,1,8.0
483,Alexandre Valenti,1,6.014811875582742
484,Alexandros Avranas,1,5.67
485,Alexandru Belc,1,6.5
486,Alexei Jankowski,1,7.25
487,Alexey Chupov,1,6.0
488,Alexis Almström,1,4.0
490,Alexis Dos Santos,1,5.0
491,Alexis Jacknow,1,3.5
467,Alexandra-Therese Keining,1,4.0
464,Alexander Zolotukhin,1,7.33
429,Alex Pitstra,1,7.43
462,Alexander Yellen,1,2.0
432,Alex Richanbach,1,3.0
433,Alex Rivera,1,3.0
436,Alex Steyermark,1,6.0
439,Alex Weight,1,4.263663192854067
444,Alexander Babaev,1,5.5
445,Alexander Eslam,1,4.449096439494908
446,Alexander Ford,1,6.5
447,Alexander Gruszynski,1,5.0
451,Alexander Kott,1,8.0
452,Alexander Kulikov,1,4.077877820750605
454,Alexander Mindadze,1,7.0
455,Alexander Moberg,1,4.5
457,Alexander Peter Lercher,1,3.253543245763506
458,Alexander Ramati,1,4.0
461,Alexander Witt,1,4.73
367,Alessandro Colizzi,1,5.0
365,Alessandro Carloni,1,5.5
364,Alessandro Carchedi,1,7.0
275,Alberto Mussolini,1,6.5
278,Alberto Pozzetti,1,3.5
279,Alberto Rizzi,1,4.0
281,Alberto Rodriguez (II),1,4.0
283,Alberto Saibene,1,4.0
284,Alberto Seixas Santos,1,8.0
289,Alberto Valtellina,1,7.479456280766592
290,Alberto Vázquez,1,7.0
291,Alberto d'Onofrio,1,3.540047523308329
292,Alberto de Toro,1,4.550167470398891
293,Albino Principe,1,3.0
300,Ale McHaddo,1,4.550167470398891
301,Alec Baldwin,1,4.077525695287982
302,Alec Lindsell,1,5.55993529202683
303,Alec Mills,1,6.0
304,Aleem Khan,1,7.4
277,Alberto Nerazzini,1,6.0
274,Alberto Momo,1,8.0
360,Alessandro Bignami,1,6.654417454854248
273,Alberto Marras,1,2.0
243,Albert Dupontel,1,4.67
245,Albert J. Walker (Adalberto 'Bitto' Albertini),1,3.33
248,Albert Maysles,1,7.5
249,Albert Moore (Guido Zurli),1,1.75
250,Albert Pintó,1,5.75
252,Albert S. Rogell,1,7.0
256,Albertina Carri,1,7.5
257,Alberto Arvelo,1,7.024814447519096
258,Alberto Bader,1,8.0
260,Alberto Bogo,1,3.540047523308329
261,Alberto Bonucci,1,5.43
262,Alberto Cardone,1,4.0
265,Alberto Caviglia,1,6.33
270,Alberto Gottardo,1,4.179300977117212
272,Alberto Marin,1,6.0
305,Alejandra Marquez Abella,1,5.5
308,Alejandro Andrade,1,5.5
310,Alejandro Chomski,1,3.33
311,Alejandro Fadel,1,7.5
336,Aleksandr Ptushko,1,8.0
338,Aleksandra Gowin,1,7.43
339,Aleksandre Koberidze,1,7.33
340,Aleksei Popogrebsky,1,8.0
345,Aleksey Kozlov,1,5.0
346,Aleksey Sidorov,1,5.0
348,Alena Lodkina,1,6.5
349,Alessandra Acciai,1,7.33
350,Alessandra Celesia,1,7.0
351,Alessandra Mortelliti,1,4.0
352,Alessandra Mortellitti,1,6.0
355,Alessandro Baccini,1,1.9743320872204948
356,Alessandro Bardani,1,6.65383057908321
357,Alessandro Baricco,1,5.25
358,Alessandro Bencivenga,1,6.0
334,Aleksandr Muratov,1,8.0
333,Aleksandr Medvedkin,1,7.25
332,Aleksandr Kott,1,9.0
321,Alejandro Montiel,1,4.819023931542925
313,Alejandro Gomez Monteverde,1,6.0
315,Alejandro Iglesias Mendizábal,1,5.0
317,Alejandro Landes,1,7.4
318,Alejandro Loayza Grisi,1,6.8
319,Alejandro Martinez-Beltran,1,4.262254691003576
320,Alejandro Monteverde,1,4.0
322,Alejo Moguillansky,1,3.0
331,Aleksandr Domogarov,1,3.624057613582562
324,Aleksander Bach,1,3.33
325,Aleksander Nordaas,1,7.33
326,Aleksander Petrovic,1,5.0
327,Aleksandr Alov,1,4.0
329,Aleksandr Buravsky,1,4.0
330,Aleksandr Chernyaev,1,3.0
1011,Antonio Momplet,1,3.33
1012,Antonio Monda,1,5.0
1014,Antonio Napoli,1,6.5
1684,Butch Lukic,1,7.5805273116705765
1687,Byeong-gil Jeong,1,6.0
1688,Byeong-heon Lee,1,5.33
1689,Byeong-woo Kim,1,7.0
1692,Byron Paul,1,5.5
1694,Byron W. Thompson,1,4.0
1695,Byung-gil Jung,1,4.0
1697,Bárbara Paz,1,8.489576227857153
1698,Bård Breien,1,7.33
1700,Börkur Sigþórsson,1,6.33
1702,C.A. Cooper,1,7.0
1703,C.B. Yi,1,6.5
1704,C.M. Talkington,1,6.0
1705,Caetano Gotardo,1,8.0
1706,Cagla Zencirci,1,7.67
1707,Cai Shangjun,1,8.0
1686,Byambasuren Davaa,1,7.0
1681,Burt Topper,1,7.024814447519096
1712,Calogero Salvo,1,2.0
1679,Burt Lancaster,1,7.33
1652,Bryan Bockbrader,1,3.994337231093203
1657,Bryan Gordon,1,4.0
1658,Bryan Gunnar Cole,1,8.0
1659,Bryan Ramirez,1,3.539695397845706
1661,Bryan Spicer,1,3.0
1662,Bryan Woods,1,4.8
1663,Bryce Wagoner,1,4.0
1666,Bud Friedgen,1,8.0
1667,Bud Smith,1,4.0
1670,Buddy Giovinazzo,1,7.0
1672,Buntarô Futagara,1,7.0
1674,Burlee Vang,1,1.5
1675,Burny Mattinson,1,6.86
1676,Burr Steers,1,4.9
1677,Burt Brinckerhoff,1,6.0
1711,Callisto McNulty,1,7.0
1714,Calvin Reeder,1,6.5
1775,Carlo Musso,1,5.17
1748,Carles Torras,1,6.0
1750,Carlo A. Sigon,1,6.5
1751,Carlo Arturo Sigon,1,4.57
1752,Carlo Benso,1,3.0
1754,Carlo Borghezio,1,4.4
1757,Carlo Carunchio,1,4.0
1758,Carlo Cotti,1,3.43
1759,Carlo Croccolo,1,3.67
1760,Carlo Di Palma,1,4.0
1761,Carlo Fusco,1,1.78866409027124
1762,Carlo Gabriel Nero,1,4.0
1764,Carlo Koch,1,6.33
1765,Carlo Lastricati,1,3.67
1767,Carlo Ledesma,1,3.0
1768,Carlo Liconti,1,6.0
1773,Carlo Mirabella-Davis,1,6.13
1749,Carles Torrens,1,5.0
1746,Carla Rinaldi,1,6.0
1715,Cameron Cairnes,1,7.0
1745,Carla Apuzzo,1,6.0
1717,Camila Freitas,1,8.0
1720,Camille Vidal-Naquet,1,7.0
1724,Camilo Restrepo,1,4.0
1725,Campion Murphy,1,2.0
1727,Can Ulkay,1,3.0
1728,Candida Brady,1,8.0
1729,Candy Wing-Shan Ng,1,2.0
1733,Carl Bessai,1,6.0
1734,Carl Boese,1,8.0
1736,Carl Gottlieb,1,4.0
1737,Carl K. Hittleman,1,4.0
1738,Carl Pierson,1,6.0
1741,Carl Schultz,1,4.2
1742,Carl Strathie,1,4.446631561256548
1744,Carl Tibbetts,1,5.2
1649,Bruno Samper,1,7.0
1648,Bruno Rahn,1,8.0
1646,Bruno Pischiutta,1,1.0
1545,Brian Crano,1,5.64406275745527
1547,Brian Dannelly,1,3.0
1549,Brian DeCubellis,1,5.67
1550,Brian Dennehy,1,6.0
1557,Brian Grant,1,6.0
1558,Brian Heffron,1,6.0
1559,Brian Helgeland,1,5.22
1562,Brian Hill,1,7.0
1563,Brian Horiuchi,1,5.67
1564,Brian James O'Connell,1,4.550167470398891
1566,Brian Kirk,1,6.71
1567,Brian Klugman,1,5.45
1569,Brian Koppelman,1,5.2
1571,Brian McGinn,1,3.0
1572,Brian McNamara,1,2.0
1574,Brian Percival,1,5.53
1546,Brian D. Hurst,1,8.0
1543,Brian Clemens,1,6.014577125274327
1645,Bruno Paolinelli,1,5.2
1542,Brian Caunter,1,5.0
1519,Breno Silveira,1,4.078582071675851
1520,Brent Cote,1,5.273783139944628
1521,Brent Dawes,1,3.9945719814016183
1522,Brent Maddock,1,3.75
1523,Brent Shields,1,5.459216386585469
1524,Brenton Spencer,1,4.550050095244683
1525,Bretaigne Windust,1,6.0
1526,Brett C. Leonard,1,8.0
1527,Brett Donowho,1,4.5
1528,Brett Gaylor,1,7.67
1534,Brett Simon,1,5.0
1535,Brett Sullivan,1,5.25
1537,Brian A. Metcalf,1,3.252956369992468
1539,Brian Baugh,1,6.0141076246574965
1541,Brian Burns,1,5.0
1575,Brian Petsos,1,3.9945719814016183
1576,Brian Pimental,1,5.0
1582,Brian Spitz,1,6.0
1585,Brian W. Cook,1,5.0
1617,Bruce Springsteen,1,7.0
1618,Bruce Thierry Cheung,1,6.5
1620,Bruce Weber,1,8.0
1622,Bruno Ascenzo,1,5.559817916872622
1624,Bruno Bigoni,1,8.0
1625,Bruno Bontzolakis,1,3.068462124585289
1627,Bruno Chiaravalloti,1,6.5
1628,Bruno Chiche,1,7.0
1632,Bruno De Paola,1,6.0
1633,Bruno Dega,1,4.0
1634,Bruno Di Marcello,1,7.33
1638,Bruno Gantillon,1,6.0
1639,Bruno Garcia,1,4.4486269388780775
1642,Bruno Merle,1,7.5
1643,Bruno Nuytten,1,8.0
1616,Bruce Sinofsky,1,6.0
1613,Bruce Parramore,1,7.0
1608,Bruce Macdonald,1,4.0
1594,Britt Poulton,1,4.633708060056292
1586,Brian Welsh,1,7.0
1588,Brice Cauvin,1,5.459216386585469
1589,Bridget Savage Cole,1,7.0
1590,Bridget Smith,1,5.088702018766412
1591,Brigitte Roüan,1,5.2
1593,Brin Hill,1,5.82902650347928
1595,Bronwen Hughes,1,3.33
1606,Bruce Leddy,1,4.0
1598,Bruce Brown,1,8.035051769763864
1599,Bruce Campbell,1,8.0
1601,Bruce Davison,1,2.0
1602,Bruce Geller,1,7.0
1603,Bruce Hunt,1,5.0
1604,Bruce Joel Rubin,1,5.0
1774,Carlo Moscovini,1,3.0
1780,Carlo Sironi,1,6.78
1015,Antonio Negret,1,3.25
1951,Charlie Paul,1,6.5
1953,Charlie Siskel,1,6.67
1954,Charlie Stratton,1,7.024814447519096
1955,Charlie Vaughn,1,4.263428442545652
1956,Charlotte Brandstrom,1,4.634177560673122
1957,Charlotte Le Bon,1,6.5
1958,Charlotte Sieling,1,5.0
1959,Charlotte Vandermeersch,1,7.0
1960,Charlton Heston,1,6.0
1961,Chase Palmer,1,4.67
1962,Chazz Palminteri,1,4.6
1964,Chelsea Stardust,1,2.33
1966,Chen Kuo-fu,1,6.0
1967,Chen Zhuo,1,5.0
1968,Cheol So Jang,1,7.0
1969,Cheol-hie Park,1,8.0
1952,Charlie Peters,1,6.0
1950,Charlie McDowell,1,5.17
1971,Cherel Ito,1,6.33
1949,Charlie Loventhal,1,4.0
1913,Charles Gérard,1,6.0
1917,Charles Jarrot,1,6.0
1920,Charles Lane,1,6.0
1921,Charles Laughton,1,9.21
1922,Charles Lederer,1,6.0
1924,Charles Martin (II),1,4.0
1927,Charles McCrann,1,3.7246591438697156
1929,Charles Philip Moore,1,6.0
1932,Charles Rogers,1,7.67
1937,Charles Swenson,1,5.5
1939,Charles Van Tieghem,1,4.449096439494908
1941,Charles Visser,1,6.0
1945,Charles de Lauzirika,1,5.5
1946,Charles-Olivier Michaud,1,5.744781662896632
1947,Charlie Bean,1,4.5
1970,Cher,1,6.0
1972,Cherie Nowlan,1,7.43
1783,Carlo Ventura,1,4.0
1994,Chiwetel Ejiofor,1,6.0
1997,Chloé Mazlo,1,7.0
1999,Chris 'Casper' Kelly,1,6.0
2000,Chris Addison,1,4.4
2001,Chris Angel,1,1.5
2002,Chris Baugh,1,6.0
2003,Chris Berkeley,1,3.5
2004,Chris Bernard,1,7.0
2005,Chris Blaine,1,6.0
2006,Chris Bolan,1,6.469336333676032
2007,Chris Brinker,1,6.0
2010,Chris Carter,1,4.42
2012,Chris Cottam,1,5.0
2013,Chris D'Arienzo,1,4.550167470398891
2014,Chris Delaporte,1,5.088702018766412
2015,Chris Evans,1,6.0
1996,Chloé Mahieu,1,6.5
1993,Chiu Hoi Yeung,1,2.0
1973,Cherry Norris,1,6.0
1992,Chito S. Roño,1,7.0
1974,Cheryl Dunye,1,6.0
1975,Cheryl Hines,1,3.0
1976,Chester Erskire,1,7.664537401944808
1977,Chester Tam,1,3.253543245763506
1978,Chi Leung 'Jacob' Cheung,1,10.0
1980,Chi-kin Kwok,1,5.004691928492179
1982,Chiara Bellosi,1,6.0
1983,Chiara Bondi,1,6.0
1984,Chiara Campara,1,6.0
1985,Chiara De Marchis,1,4.0
1986,Chiara Malta,1,4.0
1987,Chiara Ronchini,1,6.0
1988,Chie Hayakawa,1,6.75
1989,Chih-yen Hsu,1,6.5
1991,Chinonye Chukwu,1,5.5
1912,Charles Guggenheim,1,5.33
1909,Charles Finch,1,4.0
1908,Charles Ferguson,1,7.86
1809,Carlotta Cerquetti,1,4.5
1817,Carol Wiseman,1,4.0
1818,Carolina Boco,1,3.35461427666749
1819,Carolina Rosi,1,7.0
1820,Caroline Fourest,1,4.5
1824,Caroline Zelder,1,5.004691928492179
1825,Carrol Ballard,1,7.0
1827,Carter,1,8.0
1828,Carter Smith,1,5.18
1830,Cary Medoway,1,6.0
1831,Cary Munion,1,7.0
1833,Cary Solomon,1,7.764317306152511
1834,Casey Affleck,1,7.67
1835,Casey Kauffman,1,5.5
1836,Casey La Scala,1,5.0
1837,Casper Van Dien,1,5.004105052721141
1813,Carmine Fornari,1,4.0
1808,Carlota Pereda,1,6.8
1907,Charles E. Sellier Jr.,1,7.0
1805,Carlos Sedes,1,6.0
1784,Carlo Veo,1,3.33
1786,Carlo Virzì,1,6.27
1787,Carlo Zoratti,1,6.8
1788,Carlos Algara,1,4.262254691003576
1789,Carlos Alonso Ojea,1,3.068462124585289
1790,Carlos Augusto de Oliveira,1,6.0
1791,Carlos Bolado,1,6.0
1792,Carlos Bolardo,1,8.0
1794,Carlos Casas,1,4.0
1795,Carlos Conceição,1,8.0
1796,Carlos César Arbeláez,1,8.0
1797,Carlos Gutiérrez Medrano,1,4.633708060056292
1799,Carlos Marques-Marcet,1,6.0
1800,Carlos Perez Osorio,1,7.5805273116705765
1804,Carlos Saura Medrano,1,5.0
1841,Catarina Vasconcelos,1,8.5
1843,Caterina Carone,1,5.0
1844,Caterina Giargia,1,8.0
1846,Catherine Catella,1,7.5
1878,Chad Hartigan,1,7.0
1879,Chad Krowchuk,1,4.448157438261247
1883,Chang,1,8.67
1885,Chang Jung-Chi,1,8.0
1887,Chang-geun Lee,1,4.33
1890,Charise Castro Smith,1,5.8
1891,Charles B. Pierce,1,6.0
1892,Charles Bail,1,6.0
1895,Charles Belmont,1,6.5
1897,Charles Borowicz,1,0.9642121401299331
1898,Charles Brabin,1,8.0
1899,Charles Braverman,1,6.0
1902,Charles Correl,1,6.0
1905,Charles Dance,1,6.0
1906,Charles Dubin,1,8.0
1877,Chad Feehan,1,2.984099908848434
1876,Chad Crawford Kinkle,1,3.5
1873,Cess Silvera,1,6.0
1857,Cecilia Calvi,1,4.0
1849,Catherine Gund,1,5.459216386585469
1851,Catherine Libert,1,6.0
1852,Catherine Owens,1,8.0
1853,Cathy Azanza,1,4.633238559439461
1854,Cathy Yan,1,5.5
1855,Caveh Zahedi,1,7.0
1859,Cecilia Miniucchi,1,6.014811875582742
1870,Cesare Lanza,1,6.0
1860,Cecilia Verheyden,1,7.0
1861,Cedric Gibbons,1,7.39497668987553
1864,Celine Song,1,6.0
1865,Cesar Augusto Meneghetti,1,7.0
1866,Cesare Bastelli,1,4.0
1869,Cesare Furesi,1,5.459216386585469
1518,Brendan Faulkner,1,4.449096439494908
1517,Brendan Bradley,1,1.0
1515,Breck Eisner,1,4.0
1165,Aun Hoe Goh,1,5.0
1167,Aureliano Amadei,1,6.0
1169,Aurélia Georges,1,7.33
1171,Autumn de Wilde,1,6.5
1174,Avi Mograbi,1,8.0
1176,Avishai Sivan,1,7.25
1177,Axel Corti,1,4.0
1178,Axel von Ambesser,1,6.0
1179,Axelle Carolyn,1,5.83
1181,Ayisha Abraham,1,5.0
1184,Aziz Mirza,1,6.0
1185,Azra Deniz Okyay,1,4.0
1186,B.Z. Goldberg,1,8.0
1189,Babak Jalali,1,7.5
1190,Babak Najafi,1,3.9
1193,Baccio Bandini,1,4.33
1166,Aurel,1,6.5
1164,Augustín Díaz Yanes,1,5.0
1196,Bai Xue,1,6.67
1163,Augusto Zucchi,1,3.0
1136,Ash Baron-Cohen,1,4.0
1137,Ash Brannon,1,2.0
1139,Ashleigh Mayfair,1,6.0
1141,Ashton Root,1,6.0
1144,Asif Akbar,1,2.9844520343110568
1147,Assaf Bernstein,1,6.0
1149,Atiq Rahimi,1,6.45
1151,Atsuko Hirayanagi,1,6.33
1152,Atsushi Yamatoya,1,4.0
1153,Attila Gigor,1,7.0
1154,Aude Chevalier-Beaumel,1,5.0
1155,Aude Lea Rapin,1,5.0
1157,Audrey Diwan,1,7.05
1158,Audrey Wells,1,3.25
1159,Augustine Frizzell,1,5.0
1195,Bahram Beizai,1,8.67
1197,Baillie Walsh,1,6.0
1514,Brea Grant,1,3.253543245763506
1225,Barry Battles,1,6.0
1229,Barry Primus,1,5.0
1231,Barry Shils,1,6.0
1232,Barry Skolnick,1,4.8
1237,Bartlett Sher,1,6.67
1238,Bartosz Konopka,1,3.808903984452363
1240,Bas Devos,1,7.0
1242,Bassel Ghandour,1,6.5
1243,Bavo Defurne,1,8.0
1245,Baz Taylor,1,6.0
1246,Beatrice Baldacci,1,6.33
1247,Beatrice Behn,1,1.9740973369120796
1248,Beau Bridges,1,8.0
1249,Beau J. Davis,1,4.67
1251,Behtash Sanaeeha,1,7.0
1252,Belinda Chayko,1,4.0
1227,Barry Jenkins,1,6.57
1224,Barry Avrich,1,3.6239402384283546
1199,Bani Khoshnoudi,1,7.0
1223,Barry Alexander Brown,1,5.0
1201,Bansky,1,7.67
1203,Barbara Albert,1,5.5
1204,Barbara Barni,1,4.0
1207,Barbara Elese,1,7.479456280766592
1208,Barbara Junge,1,8.67
